primary_id,time_period,prod_type,capex,opex,total_usd,production
0,28,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,28,hydropower,0,7.437755254,7.437755254,4.062811031
0,28,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,28,nuclear,1161.871329,234.9297755,1396.801105,72.46033582
0,28,ocean,0,0,0,0
0,28,oil,2.895448175,78.43209591,81.32754409,6.88119137
0,28,solar,14.35518173,9.409802928,23.76498466,2.554562153
0,28,waste_incineration,10.85143442,4271.55258,4282.404014,0.480336811
0,28,wind,0,0,0,0
0,29,ammonia_production,0,109.6281086,109.6281086,0
0,29,biogas,0.002682698,0.045565171,0.048247868,0.00154675
0,29,biomass,21.25630296,167.255313,188.5116159,16.90877871
0,29,coal,6.768906377,45.16666216,51.93556854,7.696057662
0,29,coal_ccs,0,0,0,0
0,29,gas,178.5804958,3679.852742,3858.433237,387.6716993
0,29,gas_ccs,0,0,0,0
0,29,geothermal,0,0,0,0
0,29,hydrogen_electrolysis,0,0,0,0
0,29,hydrogen_gasification,0,282.5418776,282.5418776,0
0,29,hydrogen_reformation,0,93.85928407,93.85928407,0
0,29,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,29,hydropower,0,7.321106746,7.321106746,4.101268493
0,29,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,29,nuclear,1217.508158,237.2930467,1454.801205,73.14622562
0,29,ocean,0,0,0,0
0,29,oil,3.034098257,79.92108051,82.95517876,6.946326853
0,29,solar,14.61173893,9.341000121,23.95273905,2.576230688
0,29,waste_incineration,11.02406657,4344.284323,4355.308389,0.488515508
0,29,wind,0,0,0,0
0,30,ammonia_production,0,109.6281086,109.6281086,0
0,30,biogas,0.002766482,0.046668017,0.049434499,0.001562539
0,30,biomass,21.71449971,168.3720884,190.0865881,17.07453541
0,30,coal,7.076441766,45.8514436,52.92788537,7.771502089
0,30,coal_ccs,0,0,0,0
0,30,gas,1453.003215,3710.856922,5163.860137,391.4720436
0,30,gas_ccs,0,0,0,0
0,30,geothermal,0,0,0,0
0,30,hydrogen_electrolysis,0,0,0,0
0,30,hydrogen_gasification,0,282.5418776,282.5418776,0
0,30,hydrogen_reformation,0,93.85928407,93.85928407,0
0,30,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,30,hydropower,0,7.208187332,7.208187332,4.141473215
0,30,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,30,nuclear,1272.823866,239.7600869,1512.583953,73.86327782
0,30,ocean,0,0,0,0
0,30,oil,3.171948086,80.74876272,83.9207108,7.014421672
0,30,solar,56.09145006,9.27650919,65.36795925,2.598722351
0,30,waste_incineration,11.39959798,4418.697863,4430.097461,0.496883323
0,30,wind,0,0,0,0
0,31,ammonia_production,0,109.6281086,109.6281086,0
0,31,biogas,0.002810639,0.047780989,0.050591627,0.001578549
0,31,biomass,22.14191667,169.5616848,191.7036015,17.24750542
0,31,coal,7.384390489,46.49577956,53.88017005,7.850229666
0,31,coal_ccs,0,0,0,0
0,31,gas,194.6147606,3731.298101,3925.912862,395.4377693
0,31,gas_ccs,0,0,0,0
0,31,geothermal,0,0,0,0
0,31,hydrogen_electrolysis,0,0,0,0
0,31,hydrogen_gasification,0,282.5418776,282.5418776,0
0,31,hydrogen_reformation,0,93.85928407,93.85928407,0
0,31,hydrogen_reformation_ccs,0,29.00181566,29.00181566,0
0,31,hydropower,0,7.098928976,7.098928976,4.183427543
0,31,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,31,nuclear,1328.213919,242.3312106,1570.54513,74.6115343
0,31,ocean,0,0,0,0
0,31,oil,3.309983188,82.73409597,86.04407916,7.085479804
0,31,solar,26.70502346,9.216028557,35.92105202,2.622038669
0,31,waste_incineration,11.58900512,4494.743616,4506.332621,0.505434681
0,31,wind,0,0,0,0
0,32,ammonia_production,0,109.6281086,109.6281086,0
